03.MMHAP34FRA.seq	DNA segment, 03.MMHAP34FRA.seq
1700030A11Rik	RIKEN cDNA 1700030A11 gene
1700030C10Rik	RIKEN cDNA 1700030C10 gene
1700030C12Rik	RIKEN cDNA 1700030C12 gene
1700030C14Rik	RIKEN cDNA 1700030C14 gene
1700030E10Rik	RIKEN cDNA 1700030E10 gene
1700030F04Rik	RIKEN cDNA 1700030F04 gene
1700030F18Rik	RIKEN cDNA 1700030F18 gene
1700030I03Rik	RIKEN cDNA 1700030I03 gene
1700030J22Rik	RIKEN cDNA 1700030J22 gene
1700030K09Rik	RIKEN cDNA 1700030K09 gene
1700030L20Rik	RIKEN cDNA 1700030L20 gene
1700030L22Rik	RIKEN cDNA 1700030L22 gene
1700030M09Rik	RIKEN cDNA 1700030M09 gene
1700030N03Rik	RIKEN cDNA 1700030N03 gene
1700030N18Rik	RIKEN cDNA 1700030N18 gene
1700030O20Rik	RIKEN cDNA 1700030O20 gene
1700030P01Rik	RIKEN cDNA 1700030P01 gene
1700031A10Rik	RIKEN cDNA 1700031A10 gene
1700031C06Rik	RIKEN cDNA 1700031C06 gene
1700031F05Rik	RIKEN cDNA 1700031F05 gene
1700031F10Rik	RIKEN cDNA 1700031F10 gene
1700031L13Rik	RIKEN cDNA 1700031L13 gene
1700031M16Rik	RIKEN cDNA 1700031M16 gene
1700031P21Rik	RIKEN cDNA 1700031P21 gene
1700034B16Rik	RIKEN cDNA 1700034B16 gene
1700034E13Rik	RIKEN cDNA 1700034E13 gene
1700034G24Rik	RIKEN cDNA 1700034G24 gene
1700034H15Rik	RIKEN cDNA 1700034H15 gene
1700034I23Rik	RIKEN cDNA 1700034I23 gene
1700034J04Rik	RIKEN cDNA 1700034J04 gene
1700034J05Rik	RIKEN cDNA 1700034J05 gene
1700034K08Rik	RIKEN cDNA 1700034K08 gene
1700034P13Rik	RIKEN cDNA 1700034P13 gene
1700036A12Rik	RIKEN cDNA 1700036A12 gene
1700036G14Rik	RIKEN cDNA 1700036G14 gene
1700036O09Rik	RIKEN cDNA 1700036O09 gene
1700037C06Rik	RIKEN cDNA 1700037C06 gene
1700037C18Rik	RIKEN cDNA 1700037C18 gene
1700037F03Rik	RIKEN cDNA 1700037F03 gene
1700037F24Rik	RIKEN cDNA 1700037F24 gene
1700037H04Rik	RIKEN cDNA 1700037H04 gene
1700037J18Rik	RIKEN cDNA 1700037J18 gene
1700037N05Rik	RIKEN cDNA 1700037N05 gene
1700038C09Rik	RIKEN cDNA 1700038C09 gene
1700038P13Rik	RIKEN cDNA 1700038P13 gene
1700039E22Rik	RIKEN cDNA 1700039E22 gene
1700039I01Rik	RIKEN cDNA 1700039I01 gene
1700039M10Rik	RIKEN cDNA 1700039M10 gene
1700039M15Rik	RIKEN cDNA 1700039M15 gene
1700039O17Rik	RIKEN cDNA 1700039O17 gene
1700040A12Rik	RIKEN cDNA 1700040A12 gene
1700040B14Rik	RIKEN cDNA 1700040B14 gene
1700040D17Rik	RIKEN cDNA 1700040D17 gene
1700040E09Rik	RIKEN cDNA 1700040E09 gene
1700040F15Rik	RIKEN cDNA 1700040F15 gene
1700040F17Rik	RIKEN cDNA 1700040F17 gene
1700040G22Rik	RIKEN cDNA 1700040G22 gene
1700040K01Rik	RIKEN cDNA 1700040K01 gene
1700040L08Rik	RIKEN cDNA 1700040L08 gene
1700040P09Rik	RIKEN cDNA 1700040P09 gene
1700041A01Rik	RIKEN cDNA 1700041A01 gene
1700041B01Rik	RIKEN cDNA 1700041B01 gene
1700041C23Rik	RIKEN cDNA 1700041C23 gene
1700041G16Rik	RIKEN cDNA 1700041G16 gene
1700041I07Rik	RIKEN cDNA 1700041I07 gene
1700041L08Rik	RIKEN cDNA 1700041L08 gene
1700041M05Rik	RIKEN cDNA 1700041M05 gene
1700041M19Rik	RIKEN cDNA 1700041M19 gene
1700042D02Rik	RIKEN cDNA 1700042D02 gene
1700042D18Rik	RIKEN cDNA 1700042D18 gene
1700042G07Rik	RIKEN cDNA 1700042G07 gene
1700042G15Rik	RIKEN cDNA 1700042G15 gene
1700042O05Rik	RIKEN cDNA 1700042O05 gene
1700042O10Rik	RIKEN cDNA 1700042O10 gene
1700042O13Rik	RIKEN cDNA 1700042O13 gene
1700043A12Rik	RIKEN cDNA 1700043A12 gene
1700044C05Rik	RIKEN cDNA 1700044C05 gene
1700044K03Rik	RIKEN cDNA 1700044K03 gene
1700044K19Rik	RIKEN cDNA 1700044K19 gene
1700045H11Rik	RIKEN cDNA 1700045H11 gene
1700045I11Rik	RIKEN cDNA 1700045I11 gene
1700046C09Rik	RIKEN cDNA 1700046C09 gene
1700047A11Rik	RIKEN cDNA 1700047A11 gene
1700047E10Rik	RIKEN cDNA 1700047E10 gene
1700047F07Rik	RIKEN cDNA 1700047F07 gene
1700047G03Rik	RIKEN cDNA 1700047G03 gene
1700047G07Rik	RIKEN cDNA 1700047G07 gene
1700047I17Rik2	RIKEN cDNA 1700047I17 gene 2
1700047K16Rik	RIKEN cDNA 1700047K16 gene
1700047L14Rik	RIKEN cDNA 1700047L14 gene
1700047M11Rik	RIKEN cDNA 1700047M11 gene
1700047N06Rik	RIKEN cDNA 1700047N06 gene
1700047O18Rik	RIKEN cDNA 1700047O18 gene
1700048B10Rik	RIKEN cDNA 1700048B10 gene
1700048C15Rik	RIKEN cDNA 1700048C15 gene
1700048F04Rik	RIKEN cDNA 1700048F04 gene
1700048G13Rik	RIKEN cDNA 1700048G13 gene
1700048J15Rik	RIKEN cDNA 1700048J15 gene
1700048M11Rik	RIKEN cDNA 1700048M11 gene
1700048O14Rik	RIKEN cDNA 1700048O14 gene
1700048O20Rik	RIKEN cDNA 1700048O20 gene
1700048P04Rik	RIKEN cDNA 1700048P04 gene
1700049E15Rik	RIKEN cDNA 1700049E15 gene
1700049E17Rik1	RIKEN cDNA 1700049E17 gene, gene 1
1700049E17Rik2	tandem duplication of RIKEN cDNA 1700049E17 gene, gene 2
1700049E22Rik	RIKEN cDNA 1700049E22 gene
1700049J03Rik	RIKEN cDNA 1700049J03 gene
1700049L16Rik	RIKEN cDNA 1700049L16 gene
1700051A21Rik	RIKEN cDNA 1700051A21 gene
1700051K13Rik	RIKEN cDNA 1700051K13 gene
1700052H01Rik	RIKEN cDNA 1700052H01 gene
1700052I22Rik	RIKEN cDNA 1700052I22 gene
1700052K07Rik	RIKEN cDNA 1700052K07 gene
1700052K11Rik	RIKEN cDNA 1700052K11 gene
1700052M09Rik	RIKEN cDNA 1700052M09 gene
1700052M18Rik	RIKEN cDNA 1700052M18 gene
1700054A03Rik	RIKEN cDNA 1700054A03 gene
1700054K02Rik	RIKEN cDNA 1700054K02 gene
1700054K19Rik	RIKEN cDNA 1700054K19 gene
1700054M17Rik	RIKEN cDNA 1700054M17 gene
1700054O05Rik	RIKEN cDNA 1700054O05 gene
1700054O19Rik	RIKEN cDNA 1700054O19 gene
1700055C04Rik	RIKEN cDNA 1700055C04 gene
1700055D16Rik	RIKEN cDNA 1700055D16 gene
1700055D18Rik	RIKEN cDNA 1700055D18 gene
1700055K11Rik	RIKEN cDNA 1700055K11 gene
1700055L01Rik	RIKEN cDNA 1700055L01 gene
1700056E22Rik	RIKEN cDNA 1700056E22 gene
1700056I18Rik	RIKEN cDNA 1700056I18 gene
1700056N10Rik	RIKEN cDNA 1700056N10 gene
1700057A11Rik	RIKEN cDNA 1700057A11 gene
1700057D03Rik	RIKEN cDNA 1700057D03 gene
1700057G04Rik	RIKEN cDNA 1700057G04 gene
1700057H15Rik	RIKEN cDNA 1700057H15 gene
1700057H21Rik	RIKEN cDNA 1700057H21 gene
1700058J15Rik	RIKEN cDNA 1700058J15 gene
1700058M10Rik	RIKEN cDNA 1700058M10 gene
1700058M13Rik	RIKEN cDNA 1700058M13 gene
1700058P15Rik	RIKEN cDNA 1700058P15 gene
1700060C16Rik	RIKEN cDNA 1700060C16 gene
1700060C20Rik	RIKEN cDNA 1700060C20 gene
1700060J05Rik	RIKEN cDNA 1700060J05 gene
1700060L04Rik	RIKEN cDNA 1700060L04 gene
1700060O08Rik	RIKEN cDNA 1700060O08 gene
1700061A03Rik	RIKEN cDNA 1700061A03 gene
1700061D13Rik	RIKEN cDNA 1700061D13 gene
1700061D14Rik	RIKEN cDNA 1700061D14 gene
1700061E17Rik	RIKEN cDNA 1700061E17 gene
1700061E18Rik	RIKEN cDNA 1700061E18 gene
1700061F12Rik	RIKEN cDNA 1700061F12 gene
1700061G19Rik	RIKEN cDNA 1700061G19 gene
1700061H18Rik	RIKEN cDNA 1700061H18 gene
1700061I17Rik	RIKEN cDNA 1700061I17 gene
1700061J23Rik	RIKEN cDNA 1700061J23 gene
1700061N14Rik	RIKEN cDNA 1700061N14 gene
1700062A02Rik	RIKEN cDNA 1700062A02 gene
1700062C10Rik	RIKEN cDNA 1700062C10 gene
1700063A18Rik	RIKEN cDNA 1700063A18 gene
1700063D05Rik	RIKEN cDNA 1700063D05 gene
1700063H04Rik	RIKEN cDNA 1700063H04 gene
1700063H06Rik	RIKEN cDNA 1700063H06 gene
1700063I16Rik	RIKEN cDNA 1700063I16 gene
1700063J08Rik	RIKEN cDNA 1700063J08 gene
1700063K16Rik	RIKEN cDNA 1700063K16 gene
1700063O14Rik	RIKEN cDNA 1700063O14 gene
1700064E03Rik	-
1700064F23Rik	RIKEN cDNA 1700064F23 gene
1700064H15Rik	RIKEN cDNA 1700064H15 gene
1700064J06Rik	RIKEN cDNA 1700064J06 gene
1700064M15Rik	RIKEN cDNA 1700064M15 gene
1700064N11Rik	RIKEN cDNA 1700064N11 gene
1700065D16Rik	RIKEN cDNA 1700065D16 gene
1700065F09Rik	RIKEN cDNA 1700065F09 gene
1700065I16Rik	RIKEN cDNA 1700065I16 gene
1700065J11Rik	RIKEN cDNA 1700065J11 gene
1700065J18Rik	RIKEN cDNA 1700065J18 gene
1700065L07Rik	RIKEN cDNA 1700065L07 gene
1700065O20Rik	RIKEN cDNA 1700065O20 gene
1700066B17Rik	RIKEN cDNA 1700066B17 gene
1700066B19Rik	RIKEN cDNA 1700066B19 gene
1700066C05Rik	RIKEN cDNA 1700066C05 gene
1700066D14Rik	RIKEN cDNA 1700066D14 gene
1700066J03Rik	RIKEN cDNA 1700066J03 gene
1700066M21Rik	RIKEN cDNA 1700066M21 gene
1700066N21Rik	RIKEN cDNA 1700066N21 gene
1700066O22Rik	RIKEN cDNA 1700066O22 gene
1700067A10Rik	RIKEN cDNA 1700067A10 gene
1700067G17Rik	RIKEN cDNA 1700067G17 gene
1700067K01Rik	RIKEN cDNA 1700067K01 gene
1700067P10Rik	RIKEN cDNA 1700067P10 gene
1700069B07Rik	RIKEN cDNA 1700069B07 gene
1700069L16Rik	RIKEN cDNA 1700069L16 gene
1700069P05Rik	RIKEN cDNA 1700069P05 gene
1700071A11Rik	RIKEN cDNA 1700071A11 gene
1700071G01Rik	RIKEN cDNA 1700071G01 gene
1700071K01Rik	RIKEN cDNA 1700071K01 gene
1700071M16Rik	RIKEN cDNA 1700071M16 gene
1700072B07Rik	RIKEN cDNA 1700072B07 gene
1700072F12Rik	RIKEN cDNA 1700072F12 gene
1700072G22Rik	RIKEN cDNA 1700072G22 gene
1700072H12Rik	RIKEN cDNA 1700072H12 gene
1700072I22Rik	RIKEN cDNA 1700072I22 gene
1700072O05Rik	RIKEN cDNA 1700072O05 gene
1700073E17Rik	RIKEN cDNA 1700073E17 gene
1700074A11Rik	RIKEN cDNA 1700074A11 gene
1700074A21Rik	RIKEN cDNA 1700074A21 gene
1700074G04Rik	RIKEN cDNA 1700074G04 gene
1700074H08Rik	RIKEN cDNA 1700074H08 gene
1700074I03Rik	RIKEN cDNA 1700074I03 gene
1700074L02Rik	RIKEN cDNA 1700074L02 gene
1700074P13Rik	RIKEN cDNA 1700074P13 gene
1700080C20Rik	RIKEN cDNA 1700080C20 gene
1700080E11Rik	RIKEN cDNA 1700080E11 gene
1700080F18Rik	RIKEN cDNA 1700080F18 gene
1700080G11Rik	RIKEN cDNA 1700080G11 gene
1700080G18Rik	RIKEN cDNA 1700080G18 gene
1700080N15Rik	RIKEN cDNA 1700080N15 gene
1700080O16Rik	RIKEN cDNA 1700080O16 gene
1700081B01Rik	RIKEN cDNA 1700081B01 gene
1700081H04Rik	RIKEN cDNA 1700081H04 gene
1700081N11Rik	RIKEN cDNA 1700081N11 gene
1700082C01Rik	RIKEN cDNA 1700082C01 gene
1700082C02Rik	RIKEN cDNA 1700082C02 gene
1700082M22Rik	RIKEN cDNA 1700082M22 gene
1700082O11Rik	RIKEN cDNA 1700082O11 gene
1700083H02Rik	RIKEN cDNA 1700083H02 gene
1700084C06Rik	RIKEN cDNA 1700084C06 gene
1700084D21Rik	RIKEN cDNA 1700084D21 gene
1700084E18Rik	RIKEN cDNA 1700084E18 gene
1700084F23Rik	RIKEN cDNA 1700084F23 gene
1700084J12Rik	RIKEN cDNA 1700084J12 gene
1700084K02Rik	RIKEN cDNA 1700084K02 gene
1700084M14Rik	RIKEN cDNA 1700084M14 gene
1700084M22Rik	RIKEN cDNA 1700084M22 gene
1700084P21Rik	RIKEN cDNA 1700084P21 gene
1700085B13Rik	RIKEN cDNA 1700085B13 gene
1700085C21Rik	RIKEN cDNA 1700085C21 gene
1700085D07Rik	RIKEN cDNA 1700085D07 gene
1700085D22Rik	RIKEN cDNA 1700085D22 gene
1700085G17Rik	RIKEN cDNA 1700085G17 gene
1700086D15Rik	RIKEN cDNA 1700086D15 gene
1700086L19Rik	RIKEN cDNA 1700086L19 gene
1700086O06Rik	RIKEN cDNA 1700086O06 gene
1700086P04Rik	RIKEN cDNA 1700086P04 gene
1700087I21Rik	RIKEN cDNA 1700087I21 gene
1700087M22Rik	RIKEN cDNA 1700087M22 gene
1700088E04Rik	RIKEN cDNA 1700088E04 gene
1700089I07Rik	RIKEN cDNA 1700089I07 gene
1700091H14Rik	RIKEN cDNA 1700091H14 gene
1700091J24Rik	RIKEN cDNA 1700091J24 gene
1700092C02Rik	RIKEN cDNA 1700092C02 gene
1700092C10Rik	RIKEN cDNA 1700092C10 gene
1700092C17Rik	RIKEN cDNA 1700092C17 gene
1700092E16Rik	RIKEN cDNA 1700092E16 gene
1700092E19Rik	RIKEN cDNA 1700092E19 gene
1700092K14Rik	RIKEN cDNA 1700092K14 gene
1700092M07Rik	RIKEN cDNA 1700092M07 gene
1700093A15Rik	RIKEN cDNA 1700093A15 gene
1700093C20Rik	RIKEN cDNA 1700093C20 gene
1700093E11Rik	RIKEN cDNA 1700093E11 gene
1700093J21Rik	RIKEN cDNA 1700093J21 gene
1700093K21Rik	RIKEN cDNA 1700093K21 gene
1700093P08Rik	RIKEN cDNA 1700093P08 gene
1700094D03Rik	RIKEN cDNA 1700094D03 gene
1700094I16Rik	RIKEN cDNA 1700094I16 gene
1700094J05Rik	RIKEN cDNA 1700094J05 gene
1700094M23Rik	RIKEN cDNA 1700094M23 gene
1700094M24Rik	RIKEN cDNA 1700094M24 gene
1700095A13Rik	RIKEN cDNA 1700095A13 gene
1700095A21Rik	RIKEN cDNA 1700095A21 gene
1700095B10Rik	RIKEN cDNA 1700095B10 gene
1700095J03Rik	RIKEN cDNA 1700095J03 gene
1700095J07Rik	RIKEN cDNA 1700095J07 gene
1700095J12Rik	RIKEN cDNA 1700095J12 gene
1700095K22Rik	RIKEN cDNA 1700095K22 gene
1700096C16Rik	RIKEN cDNA 1700096C16 gene
1700096J18Rik	RIKEN cDNA 1700096J18 gene
1700096K18Rik	RIKEN cDNA 1700096K18 gene
1700096P03Rik	RIKEN cDNA 1700096P03 gene
1700097M23Rik	RIKEN cDNA 1700097M23 gene
1700097N02Rik	RIKEN cDNA 1700097N02 gene
1700099I09Rik	RIKEN cDNA 1700099I09 gene
1700100I10Rik	RIKEN cDNA 1700100I10 gene
1700100L14Rik	RIKEN cDNA 1700100L14 gene
1700100M05Rik	RIKEN cDNA 1700100M05 gene
1700101C01Rik	RIKEN cDNA 1700101C01 gene
1700101G07Rik	RIKEN cDNA 1700101G07 gene
1700101I11Rik	RIKEN cDNA 1700101I11 gene
1700101I19Rik	RIKEN cDNA 1700101I19 gene
1700101O05Rik	RIKEN cDNA 1700101O05 gene
1700101O22Rik	RIKEN cDNA 1700101O22 gene
1700102F20Rik	RIKEN cDNA 1700102F20 gene
1700102H20Rik	RIKEN cDNA 1700102H20 gene
1700102J08Rik	RIKEN cDNA 1700102J08 gene
1700102P08Rik	RIKEN cDNA 1700102P08 gene
1700104B16Rik	RIKEN cDNA 1700104B16 gene
1700104L18Rik	RIKEN cDNA 1700104L18 gene
1700105F02Rik	RIKEN cDNA 1700105F02 gene
1700105G05Rik	RIKEN cDNA 1700105G05 gene
1700105P06Rik	RIKEN cDNA 1700105P06 gene
1700106J12Rik	RIKEN cDNA 1700106J12 gene
1700106O07Rik	RIKEN cDNA 1700106O07 gene
1700108F19Rik	RIKEN cDNA 1700108F19 gene
1700108I11Rik	RIKEN cDNA 1700108I11 gene
1700108J01Rik	RIKEN cDNA 1700108J01 gene
1700108N06Rik	RIKEN cDNA 1700108N06 gene
1700108N11Rik	RIKEN cDNA 1700108N11 gene
1700109G14Rik	RIKEN cDNA 1700109G14 gene
1700109G15Rik	RIKEN cDNA 1700109G15 gene
1700109H08Rik	RIKEN cDNA 1700109H08 gene
1700109I08Rik	RIKEN cDNA 1700109I08 gene
1700109K24Rik	RIKEN cDNA 1700109K24 gene
1700109O10Rik	RIKEN cDNA 1700109O10 gene
1700110C19Rik	RIKEN cDNA 1700110C19 gene
1700110C23Rik	RIKEN cDNA 1700110C23 gene
1700110I01Rik	RIKEN cDNA 1700110I01 gene
1700110I07Rik	RIKEN cDNA 1700110I07 gene
1700110K17Rik	RIKEN cDNA 1700110K17 gene
1700111E14Rik	RIKEN cDNA 1700111E14 gene
1700111N16Rik	RIKEN cDNA 1700111N16 gene
1700112D23Rik	RIKEN cDNA 1700112D23 gene
1700112H04Rik	RIKEN cDNA 1700112H04 gene
1700112H15Rik	RIKEN cDNA 1700112H15 gene
1700112J05Rik	RIKEN cDNA 1700112J05 gene
1700112J16Rik	RIKEN cDNA 1700112J16 gene
1700112K13Rik	RIKEN cDNA 1700112K13 gene
1700112L15Rik	RIKEN cDNA 1700112L15 gene
1700112M02Rik	RIKEN cDNA 1700112M02 gene
1700112N08Rik	RIKEN cDNA 1700112N08 gene
1700113A16Rik	RIKEN cDNA 1700113A16 gene
1700113B09Rik	RIKEN cDNA 1700113B09 gene
1700113B19Rik	RIKEN cDNA 1700113B19 gene
1700113H08Rik	RIKEN cDNA 1700113H08 gene
1700113H21Rik	RIKEN cDNA 1700113H21 gene
1700113P08Rik	RIKEN cDNA 1700113P08 gene
1700116B05Rik	RIKEN cDNA 1700116B05 gene
1700116H05Rik	RIKEN cDNA 1700116H05 gene
1700119H24Rik	RIKEN cDNA 1700119H24 gene
1700119I11Rik	RIKEN cDNA 1700119I11 gene
1700120B22Rik	RIKEN cDNA 1700120B22 gene
1700120C14Rik	RIKEN cDNA 1700120C14 gene
1700120C18Rik	RIKEN cDNA 1700120C18 gene
1700120E02Rik	RIKEN cDNA 1700120E02 gene
1700120E14Rik	RIKEN cDNA 1700120E14 gene
1700120G07Rik	RIKEN cDNA 1700120G07 gene
1700120G11Rik	RIKEN cDNA 1700120G11 gene
1700120K04Rik	RIKEN cDNA 1700120K04 gene
1700120O09Rik	RIKEN cDNA 1700120O09 gene
1700121C08Rik	RIKEN cDNA 1700121C08 gene
1700121C10Rik	RIKEN cDNA 1700121C10 gene
1700121F22Rik	RIKEN cDNA 1700121F22 gene
1700121I08Rik	RIKEN cDNA 1700121I08 gene
1700121L03Rik	RIKEN cDNA 1700121L03 gene
1700121L16Rik	RIKEN cDNA 1700121L16 gene
1700121M21Rik	RIKEN cDNA 1700121M21 gene
1700121N20Rik	RIKEN cDNA 1700121N20 gene
1700122C19Rik	RIKEN cDNA 1700122C19 gene
1700122D07Rik	RIKEN cDNA 1700122D07 gene
1700122E12Rik	RIKEN cDNA 1700122E12 gene
1700122H20Rik	RIKEN cDNA 1700122H20 gene
1700122O11Rik	RIKEN cDNA 1700122O11 gene
1700123C12Rik	RIKEN cDNA 1700123C12 gene
1700123E06Rik	RIKEN cDNA 1700123E06 gene
1700123J03Rik	RIKEN cDNA 1700123J03 gene
1700123J17Rik	RIKEN cDNA 1700123J17 gene
1700123K08Rik	RIKEN cDNA 1700123K08 gene
1700123L14Rik	RIKEN cDNA 1700123L14 gene
1700123M08Rik	RIKEN cDNA 1700123M08 gene
1700123N01Rik	RIKEN cDNA 1700123N01 gene
1700123O12Rik	RIKEN cDNA 1700123O12 gene
1700123O20Rik	RIKEN cDNA 1700123O20 gene
1700123O21Rik	RIKEN cDNA 1700123O21 gene
1700124L16Rik	RIKEN cDNA 1700124L16 gene
1700124M09Rik	RIKEN cDNA 1700124M09 gene
1700125C05Rik	RIKEN cDNA 1700125C05 gene
1700125G02Rik	RIKEN cDNA 1700125G02 gene
1700125G22Rik	RIKEN cDNA 1700125G22 gene
1700125H03Rik	RIKEN cDNA 1700125H03 gene
1700125H20Rik	RIKEN cDNA 1700125H20 gene
1700125M20Rik	RIKEN cDNA 1700125M20 gene
1700126A01Rik	RIKEN cDNA 1700126A01 gene
1700126G02Rik	RIKEN cDNA 1700126G02 gene
1700126H18Rik	RIKEN cDNA 1700126H18 gene
1700127F24Rik	RIKEN cDNA 1700127F24 gene
1700127G19Rik	RIKEN cDNA 1700127G19 gene
1700128A07Rik	RIKEN cDNA 1700128A07 gene
1700128E19Rik	RIKEN cDNA 1700128E19 gene
1700128F08Rik	RIKEN cDNA 1700128F08 gene
1700128I11Rik	RIKEN cDNA 1700128I11 gene
1700129C05Rik	RIKEN cDNA 1700129C05 gene
1700129O19Rik	RIKEN cDNA 1700129O19 gene
170n17Sp6	DNA segment, 170n17Sp6
170n17T7	DNA segment, 170n17T7
174g24Sp6	DNA segment, 174g24Sp6
175N10-Sp6	DNA segment, 175N10-Sp6
177i23Sp6	DNA segment, 177i23Sp6
17F4L	DNA segment, 17F4L
17F4R	DNA segment, 17F4R
1810006J02Rik	RIKEN cDNA 1810006J02 gene
1810007C17Rik	RIKEN cDNA 1810007C17 gene
1810007D17Rik	RIKEN cDNA 1810007D17 gene
1810008B01Rik	RIKEN cDNA 1810008B01 gene
1810008I18Rik	RIKEN cDNA 1810008I18 gene
1810009A15Rik	RIKEN cDNA 1810009A15 gene
1810009J06Rik	RIKEN cDNA 1810009J06 gene
1810009N02Rik	RIKEN cDNA 1810009N02 gene
1810010D01Rik	RIKEN cDNA 1810010D01 gene
1810010H24Rik	RIKEN cDNA 1810010H24 gene
1810010K12Rik	RIKEN cDNA 1810010K12 gene
1810011H11Rik	RIKEN cDNA 1810011H11 gene
1810012K08Rik	RIKEN cDNA 1810012K08 gene
1810012K16Rik	RIKEN cDNA 1810012K16 gene
1810013A23Rik	RIKEN cDNA 1810013A23 gene
1810013D15Rik	RIKEN cDNA 1810013D15 gene
1810013L24Rik	RIKEN cDNA 1810013L24 gene
1810014B01Rik	RIKEN cDNA 1810014B01 gene
1810014P07Rik	RIKEN cDNA 1810014P07 gene
1810015A16Rik	RIKEN cDNA 1810015A16 gene
1810015C11Rik	RIKEN cDNA 1810015C11 gene
1810017P11Rik	RIKEN cDNA 1810017P11 gene
1810018F18Rik	RIKEN cDNA 1810018F18 gene
1810019D21Rik	RIKEN cDNA 1810019D21 gene
1810019N24Rik	RIKEN cDNA 1810019N24 gene
1810020O05Rik	Riken cDNA 1810020O05 gene
1810021B22Rik	RIKEN cDNA 1810021B22 gene
1810021M19Rik	RIKEN cDNA 1810021M19 gene
1810022K09Rik	RIKEN cDNA 1810022K09 gene
1810024B03Rik	RIKEN cDNA 1810024B03 gene
1810026B05Rik	RIKEN cDNA 1810026B05 gene
1810027L02Rik	RIKEN cDNA 1810027L02 gene
1810028F09Rik	RIKEN cDNA 1810028F09 gene
1810029E06Rik	RIKEN cDNA 1810029E06 gene
1810030O07Rik	RIKEN cDNA 1810030O07 gene
1810032O08Rik	RIKEN cDNA 1810032O08 gene
1810034E14Rik	RIKEN cDNA 1810034E14 gene
1810035K13Rik	RIKEN cDNA 1810035K13 gene
1810037I17Rik	RIKEN cDNA 1810037I17 gene
1810037O21Rik	RIKEN cDNA 1810037O21 gene
1810041H14Rik	RIKEN cDNA 1810041H14 gene
1810041L15Rik	RIKEN cDNA 1810041L15 gene
1810043G02Rik	RIKEN cDNA 1810043G02 gene
1810044D09Rik	RIKEN cDNA 1810044D09 gene
1810044K17Rik	RIKEN cDNA 1810044K17 gene
1810046K07Rik	RIKEN cDNA 1810046K07 gene
1810049I09Rik	RIKEN cDNA 1810049I09 gene
1810053B23Rik	RIKEN cDNA 1810053B23 gene
1810055G02Rik	RIKEN cDNA 1810055G02 gene
1810056I18Rik	RIKEN cDNA 1810056I18 gene
1810057I12Rik	RIKEN cDNA 1810057I12 gene
1810058I24Rik	RIKEN cDNA 1810058I24 gene
1810058N15Rik	RIKEN cDNA 1810058N15 gene
1810059C17Rik	RIKEN cDNA 1810059C17 gene
1810059H22Rik	RIKEN cDNA 1810059H22 gene
1810062G17Rik	RIKEN cDNA 1810062G17 gene
1810062O18Rik	RIKEN cDNA 1810062O18 gene
1810063I02Rik	RIKEN cDNA 1810063I02 gene
1810064F22Rik	RIKEN cDNA 1810064F22 gene
1810065E05Rik	RIKEN cDNA 1810065E05 gene
1810065K23Rik	RIKEN cDNA 1810065K23 gene
1810073G21Rik	RIKEN cDNA 1810073G21 gene
1810073J14Rik	RIKEN cDNA 1810073J14 gene
1810073O08Rik	RIKEN cDNA 1810073O08 gene
184a16Sp6	DNA segment, 184a16Sp6
187c10-Sp6	DNA segment, 187c10-Sp6
18E	DNA segment, 18E
195g2B	DNA segment, 195g2B
196D11.T7	DNA segment, 196D11.T7 (Roswell Park)
199O21-Sp6	DNA segment, 199O21-Sp6
199O21-T7	DNA segment, 199O21-T7
1L	DNA segment, 1L
1S	DNA segment, 1S
1T	DNA segment, 1T
1f8f121092	DNA segment, 1f8f121092
1h9	DNA segment, 1h9
20.MMHAP88FLG2	DNA segment, 20.MMHAP88FLG2
200C3	DNA segment, 200C3 Research Genetics
200H7R	DNA segment, 200H7R
2010001A14Rik	RIKEN cDNA 2010001A14 gene
2010001K21Rik	RIKEN cDNA 2010001K21 gene
2010001M07Rik	RIKEN cDNA 2010001M07 gene
2010002M09Rik	RIKEN cDNA 2010002M09 gene
2010003D24Rik	RIKEN cDNA 2010003D24 gene
2010003K10Rik	RIKEN cDNA 2010003K10 gene
2010003K11Rik	RIKEN cDNA 2010003K11 gene
2010004M13Rik	RIKEN cDNA 2010004M13 gene
2010005H15Rik	RIKEN cDNA 2010005H15 gene
2010007E15Rik	RIKEN cDNA 2010007E15 gene
2010007H06Rik	RIKEN cDNA 2010007H06 gene
2010008C14Rik	RIKEN cDNA 2010008C14 gene
2010009K17Rik	RIKEN cDNA 2010009K17 gene
2010010A06Rik	RIKEN cDNA 2010010A06 gene
2010010I01Rik	RIKEN cDNA 2010010I01 gene
2010013B24Rik	RIKEN cDNA 2010013B24 gene
2010015B12Rik	RIKEN cDNA 2010015B12 gene
2010015M23Rik	RIKEN cDNA 2010015M23 gene
2010016I18Rik	RIKEN cDNA 2010016I18 gene
2010100M03Rik	RIKEN cDNA 2010100M03 gene
2010103J01Rik	RIKEN cDNA 2010103J01 gene
2010105D22Rik	RIKEN cDNA 2010105D22 gene
2010106C02Rik	RIKEN cDNA 2010106C02 gene
2010106E10Rik	RIKEN cDNA 2010106E10 gene
2010106G04Rik	RIKEN cDNA 2010106G04 gene
2010107C10Rik	RIKEN cDNA 2010107C10 gene
2010107E04Rik	RIKEN cDNA 2010107E04 gene
